FinInstrmId,TckrSymb,SctySrs,FinInstrmNm,ISIN,NewBrdLotQty,ParVal,SctyTpFlg,BidIntrvl,TrckgInd,CallAuctnInd,BookClsrStartDt,BookClsrEndDt,NoDlvryStartDt,NoDlvryEndDt,IssdCptl,PrtdToTrad,PricRg,SctyStsNrmlMkt,ElgbltyNrmlMkt,SctyStsOddLotMkt,ElgbltyOddLotMkt,SctyStsRETDBTMkt,ElgbltyClsgAuctnSsn,SctyStsAuctnMkt,ElgbltyAuctnMkt,SctyStsAddtlMkt1,ElgbltyAddtlMkt1,SctyStsAddtlMkt2,ElgbltyAddtlMkt2,IsseDt,FrstPmtDt,MtrtyDt,MaxTradQtyPctg,ListgDt,RmvlDt,RadmssnDt,RcrdDt,IndxPrtcptnInd,AllOrNn,MinFill,SttlmTp,Dvdd,Rghts,Bns,Intrst,AGMtg,EGMtg,MktMakrSprd,MktMakrMinQty,AddtlInf,UpdDt,DelFlg,SpclExDt,Xchg,UnqPdctIdr,SctyTp,TickSz,XchgExclsv,Sts,ExDvddDt,ExBnsDt,ExRghtsDt,FinInstrmTp,InstrmTp,TradgPrtd,BuyBckInd,TradToTradInd,Indx,IndxInstrm,FinInstrmAttrbts,MinLot,UndrlygInstrmAsstClss,UndrlygInstrm,UndrlygFinInstrmId,BlckDealAllwdFlg,InstrmNm,MktTpAndId,UnitOfMeasr,PricQtQty,PricRgTp,MaxPric,MinPric,SttlmMtd,InitlMrgnTp,BuyInitlMrgnRate,IssePric,MaxSnglTxnQty,MaxSnglTxnVal,AsstClss,PricNmrtr,Spcfctn,PricDnmtr,GnlNmrtr,GnlDnmtr,LotNmrtr,LotDnmtr,DcmlstnPric,SrsSttlmTp,FreeFltCptl,SellInitlMrgnRate,RatgDtls,FinInstrmClssfctn,SpclMrgnTp,BuySpclMrgnRat,SellSpclMrgnRat,PreOpnAllwdFlg,ClssfctnTp,MtchgCrit,ValMtd,SLBMElgblty,Sgmt,Ccy,SttlmCcy,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07
441348,SHREETNB,EQ,Shree TNB Polymers,INE935K01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327302,SHIVCHEM,EQ,Shivchem Agro,INE18CU01023,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717203,SHAHINVEST,EQ,Shah Investor’s Home,INE029N01014,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496151,PIND,EQ,Pind Hospitality,INE0RNF01016,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251290,ACMEUNIV,EQ,Acme Universal Safezone 9,INE1KUL01020,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832157,HIMALAYAN,EQ,Himalayan Solar,INE1B7I01014,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977698,SAIURJA,EQ,Sai Urja Indo Ventures,INE1LLG01019,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194729,RUNWALENTR,EQ,Runwal Enterprises,INE804W01029,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727082,ORIENTCABL,EQ,Orient Cables (India),INE0J1N01028,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512691,GERMAN,EQ,German Green Steel & Power,INE0D4501011,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
