FinInstrmId,TckrSymb,SctySrs,FinInstrmNm,ISIN,NewBrdLotQty,ParVal,SctyTpFlg,BidIntrvl,TrckgInd,CallAuctnInd,BookClsrStartDt,BookClsrEndDt,NoDlvryStartDt,NoDlvryEndDt,IssdCptl,PrtdToTrad,PricRg,SctyStsNrmlMkt,ElgbltyNrmlMkt,SctyStsOddLotMkt,ElgbltyOddLotMkt,SctyStsRETDBTMkt,ElgbltyClsgAuctnSsn,SctyStsAuctnMkt,ElgbltyAuctnMkt,SctyStsAddtlMkt1,ElgbltyAddtlMkt1,SctyStsAddtlMkt2,ElgbltyAddtlMkt2,IsseDt,FrstPmtDt,MtrtyDt,MaxTradQtyPctg,ListgDt,RmvlDt,RadmssnDt,RcrdDt,IndxPrtcptnInd,AllOrNn,MinFill,SttlmTp,Dvdd,Rghts,Bns,Intrst,AGMtg,EGMtg,MktMakrSprd,MktMakrMinQty,AddtlInf,UpdDt,DelFlg,SpclExDt,Xchg,UnqPdctIdr,SctyTp,TickSz,XchgExclsv,Sts,ExDvddDt,ExBnsDt,ExRghtsDt,FinInstrmTp,InstrmTp,TradgPrtd,BuyBckInd,TradToTradInd,Indx,IndxInstrm,FinInstrmAttrbts,MinLot,UndrlygInstrmAsstClss,UndrlygInstrm,UndrlygFinInstrmId,BlckDealAllwdFlg,InstrmNm,MktTpAndId,UnitOfMeasr,PricQtQty,PricRgTp,MaxPric,MinPric,SttlmMtd,InitlMrgnTp,BuyInitlMrgnRate,IssePric,MaxSnglTxnQty,MaxSnglTxnVal,AsstClss,PricNmrtr,Spcfctn,PricDnmtr,GnlNmrtr,GnlDnmtr,LotNmrtr,LotDnmtr,DcmlstnPric,SrsSttlmTp,FreeFltCptl,SellInitlMrgnRate,RatgDtls,FinInstrmClssfctn,SpclMrgnTp,BuySpclMrgnRat,SellSpclMrgnRat,PreOpnAllwdFlg,ClssfctnTp,MtchgCrit,ValMtd,SLBMElgblty,Sgmt,Ccy,SttlmCcy,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07
281378,ELEVATE,EQ,Elevate Campuses,INE147X01013,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307331,SWASTIKAIN,EQ,Swastika Infra,INE1QJA01015,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380039,ANAND,EQ,Anand Seamless,INE0XDX01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807869,HNIL,EQ,Himalaya Nutravedics India,INE1OTR01013,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260432,VARMORA,EQ,Varmora Granito,INE0M5301040,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284082,FXML,EQ,FX Multitech,INE1D0M01019,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534355,ROBOKIDZ,EQ,Robokidz Eduventures,INE1W8R01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595541,VIVEKANAND,EQ,Vivekanand Cotspin,INE1JJP01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975221,AXIOMGAS,EQ,Axiom Gas Engineering,INE16J201028,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975483,TWINKLE,EQ,Twinkle Papers,INE0R3M01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
