FinInstrmId,TckrSymb,SctySrs,FinInstrmNm,ISIN,NewBrdLotQty,ParVal,SctyTpFlg,BidIntrvl,TrckgInd,CallAuctnInd,BookClsrStartDt,BookClsrEndDt,NoDlvryStartDt,NoDlvryEndDt,IssdCptl,PrtdToTrad,PricRg,SctyStsNrmlMkt,ElgbltyNrmlMkt,SctyStsOddLotMkt,ElgbltyOddLotMkt,SctyStsRETDBTMkt,ElgbltyClsgAuctnSsn,SctyStsAuctnMkt,ElgbltyAuctnMkt,SctyStsAddtlMkt1,ElgbltyAddtlMkt1,SctyStsAddtlMkt2,ElgbltyAddtlMkt2,IsseDt,FrstPmtDt,MtrtyDt,MaxTradQtyPctg,ListgDt,RmvlDt,RadmssnDt,RcrdDt,IndxPrtcptnInd,AllOrNn,MinFill,SttlmTp,Dvdd,Rghts,Bns,Intrst,AGMtg,EGMtg,MktMakrSprd,MktMakrMinQty,AddtlInf,UpdDt,DelFlg,SpclExDt,Xchg,UnqPdctIdr,SctyTp,TickSz,XchgExclsv,Sts,ExDvddDt,ExBnsDt,ExRghtsDt,FinInstrmTp,InstrmTp,TradgPrtd,BuyBckInd,TradToTradInd,Indx,IndxInstrm,FinInstrmAttrbts,MinLot,UndrlygInstrmAsstClss,UndrlygInstrm,UndrlygFinInstrmId,BlckDealAllwdFlg,InstrmNm,MktTpAndId,UnitOfMeasr,PricQtQty,PricRgTp,MaxPric,MinPric,SttlmMtd,InitlMrgnTp,BuyInitlMrgnRate,IssePric,MaxSnglTxnQty,MaxSnglTxnVal,AsstClss,PricNmrtr,Spcfctn,PricDnmtr,GnlNmrtr,GnlDnmtr,LotNmrtr,LotDnmtr,DcmlstnPric,SrsSttlmTp,FreeFltCptl,SellInitlMrgnRate,RatgDtls,FinInstrmClssfctn,SpclMrgnTp,BuySpclMrgnRat,SellSpclMrgnRat,PreOpnAllwdFlg,ClssfctnTp,MtchgCrit,ValMtd,SLBMElgblty,Sgmt,Ccy,SttlmCcy,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07
201348,NSE,EQ,National Stock Exchange of India,INE721I01024,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714438,FXML,EQ,FX Multitech,INE1D0M01019,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958982,ROBOKIDZ,EQ,Robokidz Eduventures,INE1W8R01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315882,VIVEKANAND,EQ,Vivekanand Cotspin,INE1JJP01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971243,AXIOMGAS,EQ,Axiom Gas Engineering,INE16J201028,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127345,KHERIAAUTO,EQ,Kheria Autocomp,INE0HOL01013,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410387,SONA,EQ,Sonaselection India,INE0LLZ01011,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561909,SPECTRAA,EQ,SpectraA Technology Solutions,INE0GAN01010,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489240,TWINKLE,EQ,Twinkle Papers,INE0R3M01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214108,SPGCL,EQ,Sri Priyanka Geo Commex,INE0WEN01019,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
